V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
0.192886113076557,0.280630337784653,-0.166335178420124,0.142695681821005,-0.175891903086442,-0.144136307582861,0.00633878332449966,0.021417336313674,0.0769966669930475,-0.0602032394145856,0.016142923571573,-0.034928336565685,-0.0158145744125929,-0.00756737209581795,0.012535226907818,-0.00282064845723425,-0.0172986158016576,0.0129097296076538,0.00628493143656428,0.0257286033542927,-0.0076745277461339,0.0140749243219769,-0.00711135538214062,-0.0265477096024349,0.00277439112903869,-0.0116197359229994,-0.00550087729789109,-0.00593471505862806,0.0204034292100938,0.00591963591827183
0.340817820877721,-0.122628767453449,-0.187441453568003,0.243275773670103,0.0473680539587377,-0.0731146517285495,0.276912024374352,0.00257937243307434,0.00379040281021734,0.0924545903307675,0.0042747523400298,0.0341702585883914,0.0642806225105702,0.00270554050758234,-0.0969983651595894,0.0341640510535368,-0.143911960816035,0.0426815720794791,0.0341381006188537,-0.0708391448319295,0.0294472734169648,0.0393050514456191,0.0127264796615511,0.0152323115853966,-0.0257365179492838,-0.0162826498907183,-0.0216615689081729,-0.0106619281914698,0.0327272276708584,-0.0297991756311005
0.373569149253026,-0.13271203950892,-0.203082596423185,-0.162254689607988,-0.0571049085186561,-0.0787805967236934,0.0923946603066832,-0.000917970880050058,-0.00964268913796089,0.0579953539333992,0.0698103654931194,0.00135469686077912,-0.00670326018622248,0.000961590818265794,0.00270270590655669,-0.0116923046096298,-0.0124630994523736,0.00872877911775822,-0.000744683696013621,-0.00386684012018178,0.00719949940844601,-0.00405717371834893,-0.0135276081920364,0.0293967639333687,0.0046082130172709,0.0113118200755984,0.00435391483408644,-0.00877750886601924,-0.00430721673876424,-0.000971745204341869
0.323369615097624,0.058783665670851,-0.0378896745116006,-0.133635224573408,-0.115453063943829,-0.0989513534422481,0.07718969842259,0.0474434353306312,0.00936912504723458,-0.0171937012013685,0.0961594233420395,0.0270971896700427,-0.00909218863329314,-0.0189503222499695,0.00932587423329995,0.0175574128707732,-0.0713642194626756,0.031465675688378,0.0500546995477501,0.0253735662530092,0.0142430855175938,0.0133308409103972,-0.00558902063874653,0.0267552627147921,0.0127228057055558,-0.0386805558970045,-0.0370836904398714,-0.00477084035906697,-0.0184572074697817,-0.00180224786807558
-0.186562948811186,0.293930031910415,0.345676876379504,0.0555430006480442,0.0443724649731935,-0.276076013271919,0.0298456908917226,-0.0323274871566359,0.0291089958030209,0.0971840306206448,-0.175572741480474,0.076788672527124,0.0816050698870518,-0.288070934484578,-0.0380395550109555,0.0338889266046222,0.090081436214247,0.0159402433306053,-0.0394433155797258,0.0518500457593975,-0.0744020197887526,0.0295572258504692,0.149303475581474,-0.0104710392193757,-0.0296940075948826,0.00957804623431041,-0.083378660615252,-0.0104614640960448,0.0525011581265653,-0.0348751104113473
0.48263372423861,-0.374074795385998,0.0129140724722634,-0.00899219989370889,0.116141622178971,-0.0672152473341353,-0.088061924430518,-0.0358824975435134,-0.0786160879473621,-0.0415303543837274,0.0305204073842193,-0.108611799679572,0.0302607998989392,-0.0188861622324504,0.00289330933908422,-0.00554223476721995,-0.0157637494940305,-0.0068061279965401,-0.00432356112843666,0.0450686328610981,-0.00812909005432236,-0.0308154787554632,0.0141208872246278,0.0302887775369631,0.0102762139400323,-0.000107585612835113,-0.0369715112921566,0.00210258425694826,0.00932118490642595,0.0199930232149384
-0.234383933143861,0.467873590725197,0.00253703528276453,-0.141655623929676,0.0535804532286362,0.0299743970508482,-0.000704438852873329,0.0504281264217243,-0.0114918964673911,0.0191144033960375,0.0133310559400718,0.00859681834974099,0.0325204524283903,0.00156599422444283,0.000615483432647064,-0.0085560744665245,0.0167186302002528,0.00682884292351068,-0.0151395453684239,-0.00738886047930371,-0.00972751056490157,-0.0123473889494094,0.0021527921500602,0.00153539121137971,-0.00211210321844536,0.0164588996801497,0.00563806750000588,-0.00331922068217552,-0.00307579603479293,-0.000476872407052492
0.397559092257889,-0.165938730386101,-0.0835204083398494,-0.207789064523063,-0.184776177544403,-0.0290767740185777,0.0514790306987833,-0.0837362061128999,0.0634382069983605,0.0075653890032667,0.0596388114997537,-0.00963571255313528,0.0058209595140673,-0.0617179227910747,-0.00158260550846778,0.0118092536089566,-0.0201303544158823,0.0143831004268974,-0.0219283025829538,0.0291839152302448,-0.0150361133555283,-0.00485123980994657,-0.0533050847212644,0.032636400541378,0.00769983849321884,0.0272401619167386,-0.00362398983858227,-0.014742255449985,-0.0138502535494951,-0.0280420486483762
-0.476300061053069,-0.0245204504040408,0.171927992084116,-0.174118402575318,-0.245695751715409,-0.0654494989471069,-0.300804124808235,-0.462355774997771,0.037316569142431,-0.113710923725927,0.0460751367040747,0.0497596060223608,-0.0981037663131209,0.00385376866345888,0.31778173450345,-0.0248067056591634,-0.206745124196002,-0.035152515399377,-2.92489097411559e-05,-0.124307369643157,-0.0359875378245262,0.175869695497918,0.297928792182339,0.165880158579351,-0.0818511090399028,-0.0268780044843841,0.0601464180773946,0.0312159365429848,0.0323299688717226,0.0473475814364262
0.0957592672337498,0.248141880737452,-0.0795302098991614,0.282749430050599,0.213976477754207,0.0745875378603821,0.219974887069193,-0.0358668110950856,-0.0218676105611823,0.0496197578211231,0.0437275088104015,0.0302247638292755,0.014945310150465,0.0207399366055869,-0.0390167700333037,0.0310625934090753,0.00547874181211809,-0.0113337637689011,-0.00375191860069926,-0.0206156604556945,-0.0324037341762673,0.0042577466342221,-0.0109310306311177,-0.0057780136159728,0.00481190917910462,0.0129235558455528,-0.0256470384521107,-0.00428499909769975,-0.00716810748461087,-0.0286329727880709
