V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
-0.240872669346556,-0.508894709443696,-0.448788800485839,-0.136354918323056,0.372248382758179,0.108301896195119,0.0805622343287609,-0.029570286076855,-0.0199194565375562,-0.0995202919708925,0.0369741633096151,0.0675025742305814,0.0230781422136578,-0.171548892142269,-0.0482801307050505,-0.0985163244225152,0.0370144966737347,0.105087959071637,-0.186329866421515,0.0529239697176246,0.0593103931403248,-0.114951092405911,-0.0551051923501302,0.0647661230216054,-0.0789504820873957,-0.00255136739302834,0.00383465246331949,0.0582684205925207,-0.0770256616711004,0.0247895569254141
-0.0812968083074781,0.41075209410327,-0.164145967997613,0.208518837434531,0.145332540476661,0.0844702216283826,-0.15760119316031,-0.064710392310344,-0.0553584937551622,-0.000691354375076612,-0.0304098006762068,0.0948019526713973,-0.0170327869162993,-0.0861824340336829,-0.057364798356608,0.0396907933520093,-0.0437336218639745,0.00207377124716788,-0.0165709090704767,0.0092186447088416,0.0163817867901697,-0.00493487553640002,-0.00227074671922774,-0.00141163127413884,0.00106550721545488,-0.00906691982392305,0.000309019119177802,0.015555920359804,0.00278609483470827,-0.00592892356086153
0.484711926894119,-0.29044596396218,0.313181452699252,-0.0652652395409276,-0.0594389000580843,0.145685327883016,-0.06748443966569,0.0204229496937345,0.033361187621789,0.0350634645982892,0.0495179592500515,-0.0130518772953411,-0.0271682775041193,0.00200116226499052,-0.0196251847963915,0.0194731931039355,0.0139160775660638,0.0194699741708454,-0.0144942550881594,0.00455434298916906,-0.0176709675478452,-0.0099089345741113,-0.00603016566908816,-0.0105118950391937,0.00875494472735996,-0.00209422117894436,0.0143656420160335,0.00743423508127071,0.00316299558408345,0.00535028966552024
0.315622160580889,-0.0314220195116505,0.0579446023931043,-0.141127228558937,-0.0963833454959171,-0.269418134742811,0.0450486590172157,0.0290631341997513,-0.0668843224295977,-0.0245721403719116,0.00477700495121453,0.029949274337604,0.0316608018355038,-0.00686121565553632,0.0152498506828485,-0.0250831371351962,0.0203265200673031,-0.00241678596680447,-0.00312661583372763,-0.0130516968417339,-0.0762491019245702,-0.0367477439607023,-0.0283720993873502,0.0675563960818197,0.0863007655635742,-0.0257957148890496,-0.0270762112380656,-0.0033543158555103,-0.0194454669528671,0.0313078662297428
0.208388344036516,0.225410272867012,-0.211610579419505,0.197859648845535,0.08713013905427,0.00635010120539328,-0.0150439708586086,0.0707098414285962,0.126922783334123,-0.0617615164456541,-0.0400738212375919,-0.0378323683502829,0.00165334703157359,0.0158464589831982,0.00122311602999488,-0.0107252397854028,0.0249152000800762,-0.00742562181587507,-0.00516914299430644,0.0025984940601679,-0.0162259234628215,0.00337844832496661,-0.00649675601637442,-0.0032994329298778,0.00485455733979129,-0.00634204963911972,-0.005806615908038,0.00150568792465785,0.00850295847967799,0.00423991266627077
-0.48970927252559,-0.405649413014485,0.029068314468347,0.176699766461915,-0.183764706720159,0.032116504017472,-0.0222060188496995,-0.0497297621011001,0.00806828576109297,-0.00779617841876967,0.147084220289847,0.0212319619604503,-0.0600864340426589,-0.0207521259475114,0.133294485904964,0.223477067637461,0.073045000537538,0.178386897076667,-0.0671631742224564,0.103542174942605,0.196098340511733,-0.0431246462100162,-0.155806960792868,-0.327327656533167,-0.02057741368886,0.138249443410636,-0.0438868506892592,-0.220960201276896,0.0445608639765463,0.109946651485175
0.330953503218002,-0.352588472319216,-0.075365408382508,0.202433604182402,0.129653608071429,-0.326861217247616,0.0634747326790975,0.169058192762221,-0.0157164616210196,0.125760275589236,0.0117119871443675,0.0544287604408403,-0.0740965604921543,-0.10574092788209,-0.0384354513200541,-0.0695113857751864,0.0353303312363678,-0.047260878065053,-0.0413101826142827,-0.0621952901522997,-0.0382123119097306,0.0770828917137756,0.0102560645366489,0.00120367574825227,0.0363883783603584,0.0367663697782226,-0.0341058670467296,0.016164292779414,-0.0460176335074667,0.0196081951912633
-0.854277847537675,-0.516501132880578,-0.127141744911398,-0.143946255858361,-0.199447954378712,-0.00246880860053911,0.0141565707592799,0.318769203904866,0.167661727974176,-0.120172334924304,-0.0673430687616814,0.191352337570891,0.189643460874276,0.236890939911551,-0.0031512288216895,-0.11150578162805,0.0106398385372196,-0.095503068544274,-0.139307751825396,-0.0261721298815916,0.0527421705757584,-0.0344061123657056,-0.137224624554463,-0.124158146541823,0.0682174732329907,-0.153624749874777,-0.0738779624674096,-0.102358801933613,-0.280667369905556,-0.00584406632765166
0.251874523560538,-0.210668608431035,-0.147152247066057,-0.391377453675601,0.0318496820739362,-0.00775198294491494,0.00682049212678387,0.0209922911951681,-0.0466200989743047,-0.0600499499817608,0.0978211128118589,-0.0474488236299749,-0.00115566162006515,0.0746722272984614,-0.0687071962217121,-0.00772059453883148,-0.0195284299358706,0.0538552784113734,0.00503541221554702,0.0154529254305567,0.0690422370519797,0.00763729010385118,-0.0046176108012795,-0.0203218835939913,0.0191593818775788,-0.0306102587590983,0.0475147015489639,-0.0430563548497485,-0.00959190610869791,0.0040371601214909
0.483316218020954,-0.184037149150614,-0.0968543471985954,-0.0143173229267755,-0.16641441053021,-0.105253447957651,-0.0191335523810629,-0.0508785224300913,-0.0415861623621495,-0.0286884608841703,0.0385808913060009,-0.00844913844397513,-0.0149198102669677,-0.00834583903676776,0.0140953878908081,0.00684515010972931,-0.0333359915682925,0.00777597380907431,-0.00711941138919867,0.00298336758934084,0.0119134277704975,-0.00334316144441616,-0.00332580579824635,0.00877072410180751,0.000510409310412941,-0.0213513585936068,0.0194142000544568,-0.0158109574650441,-0.00632305188858678,0.0066872774007239
