ID,Flux,Wavelength
1257,-2.683328899597627,0.0009525467025481915
1257,-2.4273248348713,0.0029534205948839433
1257,-2.171320770144973,0.004954294487219696
1257,-1.9153167054188247,0.006955168379555448
1257,-1.6593126406926182,0.0089560422718912
1257,-1.4105694602810142,0.010956916164226952
1257,-1.1790665993031602,0.012957790056562703
1257,-0.947266337323977,0.014958663948898455
1257,-0.7611769054988577,0.016959537841235606
1257,-0.6518806105256975,0.01896041173357136
1257,-0.6293015448444356,0.02096128562590711
1257,-0.6810535805323271,0.02296215951824286
1257,-0.7764084377581965,0.02496303341057862
1257,-0.8871590823722483,0.02696390730291437
1257,-0.9960122392786659,0.02896478119525012
1257,-1.0914060096513598,0.030965655087585874
1257,-1.1679096457511216,0.032966528979921625
1257,-1.2220430508343014,0.03496740287225738
1257,-1.2441159556336416,0.03696827676459313
1257,-1.2251609595644224,0.03896915065692888
1257,-1.1654607590196915,0.040970024549264634
1257,-1.0767170909855743,0.04297089844160039
1257,-0.9816503529282326,0.04497177233393754
1257,-0.9109718757408686,0.04697264622627329
1257,-0.8866537836108851,0.04897352011860904
1257,-0.9144857329230435,0.050974394010944786
1257,-0.9792309076311798,0.05297526790328054
1257,-1.0491864154909119,0.054976141795616294
1257,-1.0866183099541113,0.05697701568795204
1257,-1.0643166366505987,0.058977889580287796
1257,-0.9721242077749721,0.06097876347262355
1257,-0.8166955357295091,0.0629796373649593
1257,-0.6181072352288405,0.06498051125729505
1257,-0.3934561369997141,0.0669813851496308
1257,-0.15249166076198167,0.06898225904196656
1257,0.09248781861593837,0.0709831329343023
1257,0.3249997596531831,0.07298400682663807
1257,0.5230643049535828,0.07498488071897522
1257,0.6527860421089021,0.07698575461131096
1257,0.6844739499208712,0.07898662850364671
1257,0.6087072334796036,0.08098750239598247
1257,0.4369900880043861,0.08298837628831822
1257,0.20004055455489428,0.08498925018065397
1257,-0.06667642260589081,0.08699012407298973
1257,-0.33891302840063336,0.08899099796532547
1257,-0.600043381455617,0.09099187185766124
1257,-0.8402639104692071,0.09299274574999698
1257,-1.0555049560567575,0.09499361964233273
1257,-1.2388393780366964,0.09699449353466849
1257,-1.3786552533284624,0.09899536742700425
1257,-1.4696513402659737,0.10099624131934
1257,-1.5149462455716975,0.10299711521167575
1257,-1.523936875976203,0.10499798910401291
1257,-1.5091950364336608,0.10699886299634866
1257,-1.4786246997417551,0.1089997368886844
1257,-1.4372875084102361,0.11100061078102016
1257,-1.3873756264072776,0.11300148467335591
1257,-1.3280856242789618,0.11500235856569166
1257,-1.2562200946540478,0.11700323245802742
1257,-1.1693552184825788,0.11900410635036317
1257,-1.0688732720123464,0.12100498024269891
1257,-0.9605292565754704,0.12300585413503468
1257,-0.8550463512517071,0.12500672802737042
1257,-0.7674406985222034,0.12700760191970617
1257,-0.7128814120641498,0.12900847581204192
1257,-0.6984950926779824,0.1310093497043777
1257,-0.7224354267184376,0.13301022359671344
