ID,Flux,Wavelength
38465,-0.28819986092020916,0.0007226697998004968
38465,-0.3050292263756156,0.0027244418369149685
38465,-0.3218585918310337,0.004726213874029441
38465,-0.3386879572864402,0.006727985911142514
38465,-0.3555173227418466,0.008729757948256986
38465,-0.37234668819726074,0.010731529985371458
38465,-0.3879036235383237,0.012733302022485928
38465,-0.40023034492802023,0.014735074059599002
38465,-0.4174757384152687,0.016736846096713474
38465,-0.4296271311825399,0.018738618133827944
38465,-0.4283078371815352,0.020740390170942417
38465,-0.4305412162050172,0.02274216220805549
38465,-0.43353721451948285,0.024743934245169966
38465,-0.42242068733488386,0.026745706282284436
38465,-0.4165613057374491,0.02874747831939891
38465,-0.42808508619624286,0.03074925035651338
38465,-0.4303314609251796,0.032751022393626456
38465,-0.4029425069624497,0.034752794430740926
38465,-0.3667727273241189,0.036754566467855396
38465,-0.34680082642359267,0.03875633850496987
38465,-0.3388904128490884,0.04075811054208294
38465,-0.3376247465619344,0.04275988257919741
38465,-0.34956647165224436,0.04476165461631189
38465,-0.366194995235954,0.04676342665342636
38465,-0.3789415699913659,0.04876519869054083
38465,-0.38902531674453955,0.0507669707276539
38465,-0.3949078011127218,0.05276874276476837
38465,-0.38010434911763336,0.054770514801882844
38465,-0.3555981288217273,0.056772286838997314
38465,-0.341696972720816,0.05877405887611039
38465,-0.3460841595765168,0.06077583091322486
38465,-0.3568657616194446,0.06277760295033934
38465,-0.35181438845967977,0.0647793749874538
38465,-0.33860008633488947,0.06678114702456688
38465,-0.3320265184845078,0.06878291906168135
38465,-0.3285500553484072,0.07078469109879582
38465,-0.3246233638350204,0.07278646313591029
38465,-0.3229926641937276,0.07478823517302477
38465,-0.32064584802183244,0.07679000721013783
38465,-0.3199188819416805,0.07879177924725231
38465,-0.3242699580034887,0.08079355128436679
38465,-0.3347246823724297,0.08279532332148125
38465,-0.33650870760230234,0.08479709535859432
38465,-0.32320491701213144,0.0867988673957088
38465,-0.3226941915919666,0.08880063943282326
38465,-0.3339782970147468,0.09080241146993774
38465,-0.3359575661520796,0.09280418350705082
38465,-0.33140583097042836,0.09480595554416528
38465,-0.3310482484762092,0.09680772758127976
38465,-0.33941305925759124,0.09880949961839423
38465,-0.3548996991667735,0.10081127165550871
38465,-0.37522611357017105,0.10281304369262179
38465,-0.39179590484659693,0.10481481572973626
38465,-0.40756305053465247,0.10681658776685073
38465,-0.4234193766846103,0.1088183598039652
38465,-0.4366294470148806,0.11082013184107828
38465,-0.4432166588428054,0.11282190387819274
38465,-0.44814001779076634,0.11482367591530722
38465,-0.45014833964282464,0.1168254479524217
38465,-0.45006126840513333,0.11882721998953616
38465,-0.44005060651721767,0.12082899202664923
38465,-0.42413854516202687,0.12283076406376371
38465,-0.41569654798594224,0.12483253610087817
38465,-0.41594033416256315,0.12683430813799265
38465,-0.4142449460986542,0.12883608017510573
38465,-0.39782730418202084,0.1308378522122202
38465,-0.3835505209330941,0.13283962424933465
38465,-0.3760799490832534,0.13484139628644914
